TimeStamp,ClosingPrice
2017-02-03T00:00:00,0.01077777
2017-02-04T00:00:00,0.01095035
2017-02-05T00:00:00,0.01105446
2017-02-06T00:00:00,0.01102200
2017-02-07T00:00:00,0.01084101
2017-02-08T00:00:00,0.01079639
2017-02-09T00:00:00,0.01109500
2017-02-10T00:00:00,0.01128793
2017-02-11T00:00:00,0.01128000
2017-02-12T00:00:00,0.01130142
2017-02-13T00:00:00,0.01128997
2017-02-14T00:00:00,0.01280347
2017-02-15T00:00:00,0.01279000
2017-02-16T00:00:00,0.01231564
2017-02-17T00:00:00,0.01206000
2017-02-18T00:00:00,0.01212526
2017-02-19T00:00:00,0.01208551
2017-02-20T00:00:00,0.01143320
2017-02-21T00:00:00,0.01137972
2017-02-22T00:00:00,0.01117152
2017-02-23T00:00:00,0.01121747
2017-02-24T00:00:00,0.01105000
2017-02-25T00:00:00,0.01180000
2017-02-26T00:00:00,0.01241675
2017-02-27T00:00:00,0.01299999
2017-02-28T00:00:00,0.01329321
2017-03-01T00:00:00,0.01410099
2017-03-02T00:00:00,0.01502683
2017-03-03T00:00:00,0.01509040
2017-03-04T00:00:00,0.01466593
2017-03-05T00:00:00,0.01505333
2017-03-06T00:00:00,0.01529552
2017-03-07T00:00:00,0.01518803
2017-03-08T00:00:00,0.01433336
2017-03-09T00:00:00,0.01479180
2017-03-10T00:00:00,0.01739996
2017-03-11T00:00:00,0.01819967
2017-03-12T00:00:00,0.01884348
2017-03-13T00:00:00,0.02277779
2017-03-14T00:00:00,0.02290000
2017-03-15T00:00:00,0.02785209
2017-03-16T00:00:00,0.03845842
2017-03-17T00:00:00,0.04149999
2017-03-18T00:00:00,0.03490001
2017-03-19T00:00:00,0.04210003
2017-03-20T00:00:00,0.04050001
2017-03-21T00:00:00,0.03820101
2017-03-22T00:00:00,0.04005077
2017-03-23T00:00:00,0.04199961
2017-03-24T00:00:00,0.05649992
2017-03-25T00:00:00,0.05220080
2017-03-26T00:00:00,0.05171260
2017-03-27T00:00:00,0.04696502
2017-03-28T00:00:00,0.04820000
2017-03-29T00:00:00,0.05072000
2017-03-30T00:00:00,0.04999999
2017-03-31T00:00:00,0.04554328
2017-04-01T00:00:00,0.04605355
2017-04-02T00:00:00,0.04390000
2017-04-03T00:00:00,0.03846942
2017-04-04T00:00:00,0.03926673
2017-04-05T00:00:00,0.03971000
2017-04-06T00:00:00,0.03619995
2017-04-07T00:00:00,0.03549500
2017-04-08T00:00:00,0.03750000
2017-04-09T00:00:00,0.03623500
2017-04-10T00:00:00,0.03619275
2017-04-11T00:00:00,0.03570000
2017-04-12T00:00:00,0.03807877
2017-04-13T00:00:00,0.04287892
2017-04-14T00:00:00,0.04000029
2017-04-15T00:00:00,0.04168002
2017-04-16T00:00:00,0.04096830
2017-04-17T00:00:00,0.03980223
2017-04-18T00:00:00,0.04133001
2017-04-19T00:00:00,0.03939900
2017-04-20T00:00:00,0.04000000
2017-04-21T00:00:00,0.03851123
2017-04-22T00:00:00,0.03889270
2017-04-23T00:00:00,0.03923459
2017-04-24T00:00:00,0.03980250
2017-04-25T00:00:00,0.03906000
2017-04-26T00:00:00,0.04102178
2017-04-27T00:00:00,0.04710000
2017-04-28T00:00:00,0.05340034
2017-04-29T00:00:00,0.05177714
2017-04-30T00:00:00,0.05830000
2017-05-01T00:00:00,0.05318703
2017-05-02T00:00:00,0.05295006
2017-05-03T00:00:00,0.05287008
2017-05-04T00:00:00,0.06130125
2017-05-05T00:00:00,0.05938996
2017-05-06T00:00:00,0.06050119
2017-05-07T00:00:00,0.05872779
2017-05-08T00:00:00,0.05215000
2017-05-09T00:00:00,0.05064555
2017-05-10T00:00:00,0.04947467
2017-05-11T00:00:00,0.04783697
2017-05-12T00:00:00,0.05032997
2017-05-13T00:00:00,0.04945000
2017-05-14T00:00:00,0.04965982
2017-05-15T00:00:00,0.05220000
2017-05-16T00:00:00,0.04960000
2017-05-17T00:00:00,0.04795021
2017-05-18T00:00:00,0.05060000
2017-05-19T00:00:00,0.06357971
2017-05-20T00:00:00,0.05980002
2017-05-21T00:00:00,0.07247394
2017-05-22T00:00:00,0.07512652
2017-05-23T00:00:00,0.07456000
2017-05-24T00:00:00,0.07635171
2017-05-25T00:00:00,0.07480000
2017-05-26T00:00:00,0.07218923
2017-05-27T00:00:00,0.07634897
2017-05-28T00:00:00,0.07889999
2017-05-29T00:00:00,0.08599998
2017-05-30T00:00:00,0.10496769
2017-05-31T00:00:00,0.09911196
2017-06-01T00:00:00,0.09155000
2017-06-02T00:00:00,0.08923408
2017-06-03T00:00:00,0.08809678
2017-06-04T00:00:00,0.09739900
2017-06-05T00:00:00,0.09189881
2017-06-06T00:00:00,0.09209303
2017-06-07T00:00:00,0.09464513
2017-06-08T00:00:00,0.09227059
2017-06-09T00:00:00,0.09928766
2017-06-10T00:00:00,0.11655546
2017-06-11T00:00:00,0.11390003
2017-06-12T00:00:00,0.15090000
2017-06-13T00:00:00,0.14300000
2017-06-14T00:00:00,0.14040001
2017-06-15T00:00:00,0.14240003
2017-06-16T00:00:00,0.14250000
2017-06-17T00:00:00,0.13990070
2017-06-18T00:00:00,0.14010000
2017-06-19T00:00:00,0.13821900
2017-06-20T00:00:00,0.13489984
2017-06-21T00:00:00,0.12520000
2017-06-22T00:00:00,0.11955000
2017-06-23T00:00:00,0.12151254
2017-06-24T00:00:00,0.11835011
2017-06-25T00:00:00,0.11131000
2017-06-26T00:00:00,0.10512870
2017-06-27T00:00:00,0.11173073
2017-06-28T00:00:00,0.12359027
2017-06-29T00:00:00,0.11605497
2017-06-30T00:00:00,0.11486992
2017-07-01T00:00:00,0.10853331
2017-07-02T00:00:00,0.11302551
2017-07-03T00:00:00,0.10850000
2017-07-04T00:00:00,0.10293082
2017-07-05T00:00:00,0.10195000
2017-07-06T00:00:00,0.10230016
2017-07-07T00:00:00,0.09650002
2017-07-08T00:00:00,0.09620001
2017-07-09T00:00:00,0.09500002
2017-07-10T00:00:00,0.08829648
2017-07-11T00:00:00,0.08290709
2017-07-12T00:00:00,0.09410163
2017-07-13T00:00:00,0.08771137
2017-07-14T00:00:00,0.08937371
2017-07-15T00:00:00,0.08600196
2017-07-16T00:00:00,0.08132999
2017-07-17T00:00:00,0.08559964
2017-07-18T00:00:00,0.09870005
2017-07-19T00:00:00,0.08610000
2017-07-20T00:00:00,0.07992480
2017-07-21T00:00:00,0.08157555
2017-07-22T00:00:00,0.08185048
2017-07-23T00:00:00,0.08330000
2017-07-24T00:00:00,0.08151002
2017-07-25T00:00:00,0.07950000
2017-07-26T00:00:00,0.08023580
2017-07-27T00:00:00,0.07612510
2017-07-28T00:00:00,0.06840000
2017-07-29T00:00:00,0.07599990
2017-07-30T00:00:00,0.07077899
2017-07-31T00:00:00,0.07029700
2017-08-01T00:00:00,0.08250059
2017-08-02T00:00:00,0.08050000
2017-08-03T00:00:00,0.08030002
2017-08-04T00:00:00,0.07692306
2017-08-05T00:00:00,0.07781630
2017-08-06T00:00:00,0.08200000
2017-08-07T00:00:00,0.07920000
2017-08-08T00:00:00,0.08675659
2017-08-09T00:00:00,0.08841115
2017-08-10T00:00:00,0.08698339
2017-08-11T00:00:00,0.08450000
2017-08-12T00:00:00,0.07989985
2017-08-13T00:00:00,0.07291001
2017-08-14T00:00:00,0.06939781
